Episode 358 | Reward 40.17 | Avg Loss 0.0180 | Epsilon 0.487
Episode 359 | Reward 44.20 | Avg Loss 0.0183 | Epsilon 0.486
Episode 360 | Reward 43.17 | Avg Loss 0.0198 | Epsilon 0.485
Episode 361 | Reward 43.04 | Avg Loss 0.0181 | Epsilon 0.484
Episode 362 | Reward 39.71 | Avg Loss 0.0172 | Epsilon 0.483
Episode 363 | Reward 39.93 | Avg Loss 0.0181 | Epsilon 0.483
Episode 364 | Reward 40.33 | Avg Loss 0.0179 | Epsilon 0.482
Episode 365 | Reward 43.75 | Avg Loss 0.0174 | Epsilon 0.481
Episode 366 | Reward 41.73 | Avg Loss 0.0182 | Epsilon 0.480
Episode 367 | Reward 41.73 | Avg Loss 0.0178 | Epsilon 0.479
Episode 368 | Reward 43.33 | Avg Loss 0.0181 | Epsilon 0.478
Episode 369 | Reward 41.90 | Avg Loss 0.0174 | Epsilon 0.477
Episode 370 | Reward 42.58 | Avg Loss 0.0168 | Epsilon 0.476
Episode 371 | Reward 42.45 | Avg Loss 0.0179 | Epsilon 0.475
Episode 372 | Reward 40.26 | Avg Loss 0.0187 | Epsilon 0.474
Episode 373 | Reward 41.00 | Avg Loss 0.0179 | Epsilon 0.473
Episode 374 | Reward 39.41 | Avg Loss 0.0184 | Epsilon 0.472
Episode 375 | Reward 37.45 | Avg Loss 0.0171 | Epsilon 0.471
Episode 376 | Reward 41.68 | Avg Loss 0.0173 | Epsilon 0.470
Episode 377 | Reward 39.56 | Avg Loss 0.0178 | Epsilon 0.469
Episode 378 | Reward 41.01 | Avg Loss 0.0172 | Epsilon 0.468
Episode 379 | Reward 42.75 | Avg Loss 0.0176 | Epsilon 0.467
Episode 380 | Reward 41.95 | Avg Loss 0.0178 | Epsilon 0.466
Episode 381 | Reward 44.26 | Avg Loss 0.0179 | Epsilon 0.465
Episode 382 | Reward 35.60 | Avg Loss 0.0173 | Epsilon 0.465
Episode 383 | Reward 39.63 | Avg Loss 0.0184 | Epsilon 0.464
Episode 384 | Reward 35.28 | Avg Loss 0.0181 | Epsilon 0.463
Episode 385 | Reward 41.55 | Avg Loss 0.0166 | Epsilon 0.462
Episode 386 | Reward 41.16 | Avg Loss 0.0179 | Epsilon 0.461
Episode 387 | Reward 41.09 | Avg Loss 0.0182 | Epsilon 0.460
Episode 388 | Reward 42.78 | Avg Loss 0.0174 | Epsilon 0.459
Episode 389 | Reward 39.49 | Avg Loss 0.0179 | Epsilon 0.458
Episode 390 | Reward 39.57 | Avg Loss 0.0185 | Epsilon 0.457
Episode 391 | Reward 37.15 | Avg Loss 0.0201 | Epsilon 0.456
Episode 392 | Reward 39.72 | Avg Loss 0.0188 | Epsilon 0.455
Episode 393 | Reward 39.09 | Avg Loss 0.0185 | Epsilon 0.454
Episode 394 | Reward 41.69 | Avg Loss 0.0183 | Epsilon 0.453
Episode 395 | Reward 41.19 | Avg Loss 0.0191 | Epsilon 0.453
Episode 396 | Reward 42.27 | Avg Loss 0.0197 | Epsilon 0.452
Episode 397 | Reward 42.29 | Avg Loss 0.0191 | Epsilon 0.451
Episode 398 | Reward 42.77 | Avg Loss 0.0174 | Epsilon 0.450
Episode 399 | Reward 40.85 | Avg Loss 0.0184 | Epsilon 0.449
Episode 400 | Reward 40.88 | Avg Loss 0.0192 | Epsilon 0.448
Episode 401 | Reward 39.43 | Avg Loss 0.0201 | Epsilon 0.447
Episode 402 | Reward 43.26 | Avg Loss 0.0183 | Epsilon 0.446
Episode 403 | Reward 43.06 | Avg Loss 0.0169 | Epsilon 0.445
Episode 404 | Reward 40.87 | Avg Loss 0.0176 | Epsilon 0.444
Episode 405 | Reward 39.16 | Avg Loss 0.0178 | Epsilon 0.444
Episode 406 | Reward 36.77 | Avg Loss 0.0171 | Epsilon 0.443
Episode 407 | Reward 42.44 | Avg Loss 0.0184 | Epsilon 0.442
Episode 408 | Reward 43.38 | Avg Loss 0.0184 | Epsilon 0.441
Episode 409 | Reward 40.63 | Avg Loss 0.0177 | Epsilon 0.440
Episode 410 | Reward 36.96 | Avg Loss 0.0181 | Epsilon 0.439
Episode 411 | Reward 40.79 | Avg Loss 0.0200 | Epsilon 0.438
Episode 412 | Reward 38.80 | Avg Loss 0.0188 | Epsilon 0.437
Episode 413 | Reward 41.12 | Avg Loss 0.0205 | Epsilon 0.437
Episode 414 | Reward 42.81 | Avg Loss 0.0189 | Epsilon 0.436
Episode 415 | Reward 40.27 | Avg Loss 0.0193 | Epsilon 0.435
Episode 416 | Reward 41.46 | Avg Loss 0.0186 | Epsilon 0.434
Episode 417 | Reward 41.79 | Avg Loss 0.0187 | Epsilon 0.433
Episode 418 | Reward 41.64 | Avg Loss 0.0197 | Epsilon 0.432
Episode 419 | Reward 39.66 | Avg Loss 0.0183 | Epsilon 0.431
Episode 420 | Reward 42.08 | Avg Loss 0.0182 | Epsilon 0.430
Episode 421 | Reward 42.06 | Avg Loss 0.0193 | Epsilon 0.430
Episode 422 | Reward 39.98 | Avg Loss 0.0177 | Epsilon 0.429
Episode 423 | Reward 43.25 | Avg Loss 0.0185 | Epsilon 0.428
Episode 424 | Reward 42.54 | Avg Loss 0.0189 | Epsilon 0.427
Episode 425 | Reward 39.44 | Avg Loss 0.0180 | Epsilon 0.426
Episode 426 | Reward 39.02 | Avg Loss 0.0182 | Epsilon 0.425
Episode 427 | Reward 44.32 | Avg Loss 0.0191 | Epsilon 0.424
Episode 428 | Reward 41.82 | Avg Loss 0.0178 | Epsilon 0.424
Episode 429 | Reward 40.99 | Avg Loss 0.0181 | Epsilon 0.423
Episode 430 | Reward 37.51 | Avg Loss 0.0181 | Epsilon 0.422
Episode 431 | Reward 41.14 | Avg Loss 0.0186 | Epsilon 0.421
Episode 432 | Reward 42.84 | Avg Loss 0.0182 | Epsilon 0.420
Episode 433 | Reward 42.92 | Avg Loss 0.0179 | Epsilon 0.419
Episode 434 | Reward 40.32 | Avg Loss 0.0171 | Epsilon 0.419
Episode 435 | Reward 42.28 | Avg Loss 0.0181 | Epsilon 0.418
Episode 436 | Reward 43.18 | Avg Loss 0.0175 | Epsilon 0.417
Episode 437 | Reward 38.53 | Avg Loss 0.0179 | Epsilon 0.416
Episode 438 | Reward 40.26 | Avg Loss 0.0179 | Epsilon 0.415
Episode 439 | Reward 43.68 | Avg Loss 0.0185 | Epsilon 0.414
Episode 440 | Reward 41.46 | Avg Loss 0.0176 | Epsilon 0.414
Episode 441 | Reward 44.23 | Avg Loss 0.0184 | Epsilon 0.413
Episode 442 | Reward 39.63 | Avg Loss 0.0183 | Epsilon 0.412
Episode 443 | Reward 43.67 | Avg Loss 0.0178 | Epsilon 0.411
Episode 444 | Reward 39.54 | Avg Loss 0.0180 | Epsilon 0.410
Episode 445 | Reward 41.37 | Avg Loss 0.0174 | Epsilon 0.409
Episode 446 | Reward 40.42 | Avg Loss 0.0199 | Epsilon 0.409
Episode 447 | Reward 43.48 | Avg Loss 0.0173 | Epsilon 0.408
Episode 448 | Reward 43.07 | Avg Loss 0.0188 | Epsilon 0.407
Episode 449 | Reward 38.79 | Avg Loss 0.0186 | Epsilon 0.406
Episode 450 | Reward 42.15 | Avg Loss 0.0191 | Epsilon 0.405
Episode 451 | Reward 41.43 | Avg Loss 0.0180 | Epsilon 0.405
Episode 452 | Reward 40.92 | Avg Loss 0.0175 | Epsilon 0.404
Episode 453 | Reward 40.79 | Avg Loss 0.0187 | Epsilon 0.403
Episode 454 | Reward 37.88 | Avg Loss 0.0187 | Epsilon 0.402
Episode 455 | Reward 41.32 | Avg Loss 0.0173 | Epsilon 0.401
Episode 456 | Reward 44.22 | Avg Loss 0.0181 | Epsilon 0.401
Episode 457 | Reward 44.42 | Avg Loss 0.0169 | Epsilon 0.400
Episode 458 | Reward 44.84 | Avg Loss 0.0176 | Epsilon 0.399
Episode 459 | Reward 42.81 | Avg Loss 0.0173 | Epsilon 0.398
Episode 460 | Reward 39.15 | Avg Loss 0.0171 | Epsilon 0.397
Episode 461 | Reward 41.96 | Avg Loss 0.0208 | Epsilon 0.397
Episode 462 | Reward 39.56 | Avg Loss 0.0199 | Epsilon 0.396
Episode 463 | Reward 43.46 | Avg Loss 0.0195 | Epsilon 0.395
Episode 464 | Reward 38.37 | Avg Loss 0.0189 | Epsilon 0.394
Episode 465 | Reward 44.18 | Avg Loss 0.0193 | Epsilon 0.393
Episode 466 | Reward 42.38 | Avg Loss 0.0192 | Epsilon 0.393
Episode 467 | Reward 38.58 | Avg Loss 0.0205 | Epsilon 0.392
Episode 468 | Reward 43.20 | Avg Loss 0.0202 | Epsilon 0.391
Episode 469 | Reward 44.69 | Avg Loss 0.0195 | Epsilon 0.390
Episode 470 | Reward 42.24 | Avg Loss 0.0190 | Epsilon 0.389
Episode 471 | Reward 42.12 | Avg Loss 0.0202 | Epsilon 0.389
Episode 472 | Reward 41.09 | Avg Loss 0.0211 | Epsilon 0.388
Episode 473 | Reward 44.75 | Avg Loss 0.0203 | Epsilon 0.387
Episode 474 | Reward 41.92 | Avg Loss 0.0210 | Epsilon 0.386
Episode 475 | Reward 42.92 | Avg Loss 0.0217 | Epsilon 0.386
Episode 476 | Reward 41.13 | Avg Loss 0.0202 | Epsilon 0.385
Episode 477 | Reward 42.32 | Avg Loss 0.0213 | Epsilon 0.384
Episode 478 | Reward 42.81 | Avg Loss 0.0211 | Epsilon 0.383
Episode 479 | Reward 42.28 | Avg Loss 0.0187 | Epsilon 0.383
Episode 480 | Reward 42.67 | Avg Loss 0.0187 | Epsilon 0.382
Episode 481 | Reward 41.58 | Avg Loss 0.0200 | Epsilon 0.381
Episode 482 | Reward 45.51 | Avg Loss 0.0185 | Epsilon 0.380
Episode 483 | Reward 43.47 | Avg Loss 0.0189 | Epsilon 0.379
Episode 484 | Reward 42.42 | Avg Loss 0.0204 | Epsilon 0.379
Episode 485 | Reward 37.66 | Avg Loss 0.0193 | Epsilon 0.378
Episode 486 | Reward 41.54 | Avg Loss 0.0191 | Epsilon 0.377
Episode 487 | Reward 43.31 | Avg Loss 0.0193 | Epsilon 0.376
Episode 488 | Reward 46.42 | Avg Loss 0.0185 | Epsilon 0.376
Episode 489 | Reward 43.68 | Avg Loss 0.0188 | Epsilon 0.375
Episode 490 | Reward 39.92 | Avg Loss 0.0188 | Epsilon 0.374
Episode 491 | Reward 40.42 | Avg Loss 0.0199 | Epsilon 0.373
Episode 492 | Reward 41.96 | Avg Loss 0.0190 | Epsilon 0.373
Episode 493 | Reward 43.29 | Avg Loss 0.0176 | Epsilon 0.372
Episode 494 | Reward 45.93 | Avg Loss 0.0196 | Epsilon 0.371
Episode 495 | Reward 46.65 | Avg Loss 0.0197 | Epsilon 0.370
Episode 496 | Reward 42.12 | Avg Loss 0.0187 | Epsilon 0.370
Episode 497 | Reward 42.72 | Avg Loss 0.0200 | Epsilon 0.369
Episode 498 | Reward 40.31 | Avg Loss 0.0191 | Epsilon 0.368
Episode 499 | Reward 37.44 | Avg Loss 0.0201 | Epsilon 0.368
Episode 500 | Reward 41.65 | Avg Loss 0.0186 | Epsilon 0.367
Episode 501 | Reward 45.52 | Avg Loss 0.0190 | Epsilon 0.366
Episode 502 | Reward 47.24 | Avg Loss 0.0194 | Epsilon 0.365
Episode 503 | Reward 43.16 | Avg Loss 0.0194 | Epsilon 0.365
Episode 504 | Reward 36.53 | Avg Loss 0.0186 | Epsilon 0.364
Episode 505 | Reward 42.87 | Avg Loss 0.0183 | Epsilon 0.363
Episode 506 | Reward 44.12 | Avg Loss 0.0181 | Epsilon 0.362
Episode 507 | Reward 42.64 | Avg Loss 0.0186 | Epsilon 0.362
Episode 508 | Reward 42.31 | Avg Loss 0.0188 | Epsilon 0.361
Episode 509 | Reward 39.08 | Avg Loss 0.0185 | Epsilon 0.360
Episode 510 | Reward 42.57 | Avg Loss 0.0191 | Epsilon 0.360
Episode 511 | Reward 46.80 | Avg Loss 0.0197 | Epsilon 0.359
Episode 512 | Reward 39.67 | Avg Loss 0.0187 | Epsilon 0.358
Episode 513 | Reward 45.22 | Avg Loss 0.0191 | Epsilon 0.357
Episode 514 | Reward 41.30 | Avg Loss 0.0193 | Epsilon 0.357
Episode 515 | Reward 39.62 | Avg Loss 0.0194 | Epsilon 0.356
Episode 516 | Reward 40.48 | Avg Loss 0.0186 | Epsilon 0.355
Episode 517 | Reward 40.42 | Avg Loss 0.0195 | Epsilon 0.355
Episode 518 | Reward 40.66 | Avg Loss 0.0178 | Epsilon 0.354
Episode 519 | Reward 43.10 | Avg Loss 0.0193 | Epsilon 0.353
Episode 520 | Reward 47.32 | Avg Loss 0.0185 | Epsilon 0.352
Episode 521 | Reward 45.18 | Avg Loss 0.0189 | Epsilon 0.352
Episode 522 | Reward 43.49 | Avg Loss 0.0193 | Epsilon 0.351
Episode 523 | Reward 42.93 | Avg Loss 0.0181 | Epsilon 0.350
Episode 524 | Reward 45.90 | Avg Loss 0.0188 | Epsilon 0.350
Episode 525 | Reward 46.12 | Avg Loss 0.0183 | Epsilon 0.349
Episode 526 | Reward 39.75 | Avg Loss 0.0181 | Epsilon 0.348
Episode 527 | Reward 43.71 | Avg Loss 0.0193 | Epsilon 0.347
Episode 528 | Reward 41.83 | Avg Loss 0.0191 | Epsilon 0.347
Episode 529 | Reward 44.54 | Avg Loss 0.0190 | Epsilon 0.346
Episode 530 | Reward 40.60 | Avg Loss 0.0184 | Epsilon 0.345
Episode 531 | Reward 43.17 | Avg Loss 0.0186 | Epsilon 0.345
Episode 532 | Reward 43.60 | Avg Loss 0.0181 | Epsilon 0.344
Episode 533 | Reward 41.94 | Avg Loss 0.0193 | Epsilon 0.343
Episode 534 | Reward 43.45 | Avg Loss 0.0189 | Epsilon 0.343
Episode 535 | Reward 44.19 | Avg Loss 0.0177 | Epsilon 0.342
Episode 536 | Reward 46.99 | Avg Loss 0.0174 | Epsilon 0.341
Episode 537 | Reward 44.99 | Avg Loss 0.0176 | Epsilon 0.341
Episode 538 | Reward 41.22 | Avg Loss 0.0177 | Epsilon 0.340
Episode 539 | Reward 43.96 | Avg Loss 0.0176 | Epsilon 0.339
Episode 540 | Reward 43.95 | Avg Loss 0.0185 | Epsilon 0.339
Episode 541 | Reward 44.08 | Avg Loss 0.0196 | Epsilon 0.338
Episode 542 | Reward 45.34 | Avg Loss 0.0186 | Epsilon 0.337
Episode 543 | Reward 41.90 | Avg Loss 0.0190 | Epsilon 0.337
Episode 544 | Reward 44.97 | Avg Loss 0.0187 | Epsilon 0.336
Episode 545 | Reward 43.72 | Avg Loss 0.0184 | Epsilon 0.335
Episode 546 | Reward 40.39 | Avg Loss 0.0194 | Epsilon 0.335
Episode 547 | Reward 41.41 | Avg Loss 0.0196 | Epsilon 0.334
Episode 548 | Reward 45.41 | Avg Loss 0.0199 | Epsilon 0.333
Episode 549 | Reward 47.36 | Avg Loss 0.0191 | Epsilon 0.333
Episode 550 | Reward 46.17 | Avg Loss 0.0185 | Epsilon 0.332
Episode 551 | Reward 43.73 | Avg Loss 0.0174 | Epsilon 0.331
Episode 552 | Reward 43.70 | Avg Loss 0.0181 | Epsilon 0.331
Episode 553 | Reward 42.38 | Avg Loss 0.0182 | Epsilon 0.330
Episode 554 | Reward 45.08 | Avg Loss 0.0209 | Epsilon 0.329
Episode 555 | Reward 47.34 | Avg Loss 0.0192 | Epsilon 0.329
Episode 556 | Reward 40.88 | Avg Loss 0.0177 | Epsilon 0.328
Episode 557 | Reward 40.15 | Avg Loss 0.0168 | Epsilon 0.327
Episode 558 | Reward 41.47 | Avg Loss 0.0182 | Epsilon 0.327
Episode 559 | Reward 44.32 | Avg Loss 0.0182 | Epsilon 0.326
Episode 560 | Reward 41.33 | Avg Loss 0.0187 | Epsilon 0.325
Episode 561 | Reward 43.49 | Avg Loss 0.0188 | Epsilon 0.325
Episode 562 | Reward 44.08 | Avg Loss 0.0186 | Epsilon 0.324
Episode 563 | Reward 46.99 | Avg Loss 0.0184 | Epsilon 0.323
Episode 564 | Reward 46.48 | Avg Loss 0.0187 | Epsilon 0.323
Episode 565 | Reward 43.69 | Avg Loss 0.0182 | Epsilon 0.322
Episode 566 | Reward 46.86 | Avg Loss 0.0186 | Epsilon 0.321
Episode 567 | Reward 45.29 | Avg Loss 0.0197 | Epsilon 0.321
Episode 568 | Reward 45.37 | Avg Loss 0.0179 | Epsilon 0.320
Episode 569 | Reward 45.24 | Avg Loss 0.0186 | Epsilon 0.319
Episode 570 | Reward 46.15 | Avg Loss 0.0183 | Epsilon 0.319
Episode 571 | Reward 45.83 | Avg Loss 0.0178 | Epsilon 0.318
Episode 572 | Reward 46.50 | Avg Loss 0.0192 | Epsilon 0.318
Episode 573 | Reward 45.51 | Avg Loss 0.0181 | Epsilon 0.317
Episode 574 | Reward 40.83 | Avg Loss 0.0181 | Epsilon 0.316
Episode 575 | Reward 44.78 | Avg Loss 0.0186 | Epsilon 0.316
Episode 576 | Reward 42.42 | Avg Loss 0.0186 | Epsilon 0.315
Episode 577 | Reward 45.82 | Avg Loss 0.0182 | Epsilon 0.314
Episode 578 | Reward 43.51 | Avg Loss 0.0186 | Epsilon 0.314
Episode 579 | Reward 46.07 | Avg Loss 0.0194 | Epsilon 0.313
Episode 580 | Reward 46.90 | Avg Loss 0.0184 | Epsilon 0.312
Episode 581 | Reward 43.07 | Avg Loss 0.0180 | Epsilon 0.312
Episode 582 | Reward 47.19 | Avg Loss 0.0187 | Epsilon 0.311
Episode 583 | Reward 44.41 | Avg Loss 0.0176 | Epsilon 0.311
Episode 584 | Reward 46.31 | Avg Loss 0.0173 | Epsilon 0.310
Episode 585 | Reward 46.95 | Avg Loss 0.0179 | Epsilon 0.309
Episode 586 | Reward 42.26 | Avg Loss 0.0172 | Epsilon 0.309
Episode 587 | Reward 44.61 | Avg Loss 0.0179 | Epsilon 0.308
Episode 588 | Reward 43.75 | Avg Loss 0.0187 | Epsilon 0.308
Episode 589 | Reward 43.02 | Avg Loss 0.0179 | Epsilon 0.307
Episode 590 | Reward 42.72 | Avg Loss 0.0179 | Epsilon 0.306
Episode 591 | Reward 42.70 | Avg Loss 0.0186 | Epsilon 0.306
Episode 592 | Reward 45.64 | Avg Loss 0.0189 | Epsilon 0.305
Episode 593 | Reward 43.81 | Avg Loss 0.0189 | Epsilon 0.304
Episode 594 | Reward 43.95 | Avg Loss 0.0189 | Epsilon 0.304
Episode 595 | Reward 43.76 | Avg Loss 0.0202 | Epsilon 0.303
Episode 596 | Reward 45.10 | Avg Loss 0.0178 | Epsilon 0.303
Episode 597 | Reward 43.30 | Avg Loss 0.0189 | Epsilon 0.302
Episode 598 | Reward 44.79 | Avg Loss 0.0184 | Epsilon 0.301
Episode 599 | Reward 45.67 | Avg Loss 0.0186 | Epsilon 0.301
Episode 600 | Reward 45.91 | Avg Loss 0.0199 | Epsilon 0.300
Episode 601 | Reward 46.16 | Avg Loss 0.0173 | Epsilon 0.300
Episode 602 | Reward 45.22 | Avg Loss 0.0178 | Epsilon 0.299
Episode 603 | Reward 45.61 | Avg Loss 0.0180 | Epsilon 0.298
Episode 604 | Reward 44.61 | Avg Loss 0.0182 | Epsilon 0.298
Episode 605 | Reward 42.90 | Avg Loss 0.0178 | Epsilon 0.297
Episode 606 | Reward 43.17 | Avg Loss 0.0175 | Epsilon 0.297
Episode 607 | Reward 41.67 | Avg Loss 0.0178 | Epsilon 0.296
Episode 608 | Reward 46.09 | Avg Loss 0.0167 | Epsilon 0.295
Episode 609 | Reward 42.28 | Avg Loss 0.0171 | Epsilon 0.295
Episode 610 | Reward 42.40 | Avg Loss 0.0174 | Epsilon 0.294
Episode 611 | Reward 45.41 | Avg Loss 0.0181 | Epsilon 0.294
Episode 612 | Reward 43.68 | Avg Loss 0.0174 | Epsilon 0.293
Episode 613 | Reward 45.34 | Avg Loss 0.0175 | Epsilon 0.293
Episode 614 | Reward 42.48 | Avg Loss 0.0169 | Epsilon 0.292
Episode 615 | Reward 44.81 | Avg Loss 0.0179 | Epsilon 0.291
Episode 616 | Reward 46.61 | Avg Loss 0.0170 | Epsilon 0.291
Episode 617 | Reward 46.76 | Avg Loss 0.0177 | Epsilon 0.290
Episode 618 | Reward 40.51 | Avg Loss 0.0195 | Epsilon 0.290
Episode 619 | Reward 43.82 | Avg Loss 0.0170 | Epsilon 0.289
Episode 620 | Reward 43.81 | Avg Loss 0.0178 | Epsilon 0.288
Episode 621 | Reward 43.69 | Avg Loss 0.0187 | Epsilon 0.288
Episode 622 | Reward 44.92 | Avg Loss 0.0176 | Epsilon 0.287
Episode 623 | Reward 47.11 | Avg Loss 0.0176 | Epsilon 0.287
Episode 624 | Reward 44.19 | Avg Loss 0.0177 | Epsilon 0.286
Episode 625 | Reward 45.79 | Avg Loss 0.0190 | Epsilon 0.286
Episode 626 | Reward 41.15 | Avg Loss 0.0175 | Epsilon 0.285
Episode 627 | Reward 45.01 | Avg Loss 0.0179 | Epsilon 0.284
Episode 628 | Reward 44.76 | Avg Loss 0.0163 | Epsilon 0.284
Episode 629 | Reward 46.07 | Avg Loss 0.0167 | Epsilon 0.283
Episode 630 | Reward 44.34 | Avg Loss 0.0190 | Epsilon 0.283
Episode 631 | Reward 45.71 | Avg Loss 0.0182 | Epsilon 0.282
Episode 632 | Reward 43.58 | Avg Loss 0.0190 | Epsilon 0.282
Episode 633 | Reward 45.64 | Avg Loss 0.0178 | Epsilon 0.281
Episode 634 | Reward 40.77 | Avg Loss 0.0184 | Epsilon 0.280
Episode 635 | Reward 45.18 | Avg Loss 0.0182 | Epsilon 0.280
Episode 636 | Reward 46.55 | Avg Loss 0.0176 | Epsilon 0.279
Episode 637 | Reward 47.19 | Avg Loss 0.0182 | Epsilon 0.279
Episode 638 | Reward 43.92 | Avg Loss 0.0180 | Epsilon 0.278
Episode 639 | Reward 45.29 | Avg Loss 0.0170 | Epsilon 0.278
Episode 640 | Reward 44.50 | Avg Loss 0.0183 | Epsilon 0.277
Episode 641 | Reward 43.76 | Avg Loss 0.0177 | Epsilon 0.277
Episode 642 | Reward 43.00 | Avg Loss 0.0182 | Epsilon 0.276
Episode 643 | Reward 45.78 | Avg Loss 0.0173 | Epsilon 0.275
Episode 644 | Reward 42.60 | Avg Loss 0.0166 | Epsilon 0.275
Episode 645 | Reward 45.76 | Avg Loss 0.0169 | Epsilon 0.274
Episode 646 | Reward 47.28 | Avg Loss 0.0173 | Epsilon 0.274
Episode 647 | Reward 43.86 | Avg Loss 0.0170 | Epsilon 0.273
Episode 648 | Reward 44.89 | Avg Loss 0.0167 | Epsilon 0.273
Episode 649 | Reward 43.63 | Avg Loss 0.0170 | Epsilon 0.272
Episode 650 | Reward 44.39 | Avg Loss 0.0168 | Epsilon 0.272
Episode 651 | Reward 47.05 | Avg Loss 0.0193 | Epsilon 0.271
Episode 652 | Reward 46.01 | Avg Loss 0.0190 | Epsilon 0.271
Episode 653 | Reward 43.21 | Avg Loss 0.0183 | Epsilon 0.270
Episode 654 | Reward 44.80 | Avg Loss 0.0177 | Epsilon 0.269
Episode 655 | Reward 45.91 | Avg Loss 0.0184 | Epsilon 0.269
Episode 656 | Reward 43.41 | Avg Loss 0.0188 | Epsilon 0.268
Episode 657 | Reward 47.50 | Avg Loss 0.0175 | Epsilon 0.268
Episode 658 | Reward 46.29 | Avg Loss 0.0182 | Epsilon 0.267
Episode 659 | Reward 46.24 | Avg Loss 0.0184 | Epsilon 0.267
Episode 660 | Reward 46.97 | Avg Loss 0.0183 | Epsilon 0.266
Episode 661 | Reward 43.43 | Avg Loss 0.0169 | Epsilon 0.266
Episode 662 | Reward 43.12 | Avg Loss 0.0170 | Epsilon 0.265
Episode 663 | Reward 45.85 | Avg Loss 0.0168 | Epsilon 0.265
Episode 664 | Reward 45.16 | Avg Loss 0.0174 | Epsilon 0.264
Episode 665 | Reward 42.96 | Avg Loss 0.0166 | Epsilon 0.264
Episode 666 | Reward 46.06 | Avg Loss 0.0181 | Epsilon 0.263
Episode 667 | Reward 46.39 | Avg Loss 0.0165 | Epsilon 0.263
Episode 668 | Reward 45.25 | Avg Loss 0.0169 | Epsilon 0.262
Episode 669 | Reward 44.20 | Avg Loss 0.0167 | Epsilon 0.261
Episode 670 | Reward 44.26 | Avg Loss 0.0180 | Epsilon 0.261
Episode 671 | Reward 42.49 | Avg Loss 0.0174 | Epsilon 0.260
Episode 672 | Reward 41.02 | Avg Loss 0.0170 | Epsilon 0.260
Episode 673 | Reward 45.51 | Avg Loss 0.0178 | Epsilon 0.259
Episode 674 | Reward 42.22 | Avg Loss 0.0166 | Epsilon 0.259
Episode 675 | Reward 47.54 | Avg Loss 0.0165 | Epsilon 0.258
Episode 676 | Reward 47.53 | Avg Loss 0.0165 | Epsilon 0.258
Episode 677 | Reward 45.71 | Avg Loss 0.0173 | Epsilon 0.257
Episode 678 | Reward 47.01 | Avg Loss 0.0175 | Epsilon 0.257
Episode 679 | Reward 44.90 | Avg Loss 0.0163 | Epsilon 0.256
Episode 680 | Reward 40.72 | Avg Loss 0.0164 | Epsilon 0.256
Episode 681 | Reward 45.24 | Avg Loss 0.0188 | Epsilon 0.255
Episode 682 | Reward 45.23 | Avg Loss 0.0187 | Epsilon 0.255
Episode 683 | Reward 45.18 | Avg Loss 0.0188 | Epsilon 0.254
Episode 684 | Reward 45.83 | Avg Loss 0.0184 | Epsilon 0.254
Episode 685 | Reward 45.00 | Avg Loss 0.0177 | Epsilon 0.253
Episode 686 | Reward 44.77 | Avg Loss 0.0186 | Epsilon 0.253
Episode 687 | Reward 46.96 | Avg Loss 0.0190 | Epsilon 0.252
Episode 688 | Reward 44.75 | Avg Loss 0.0181 | Epsilon 0.252
Episode 689 | Reward 47.14 | Avg Loss 0.0177 | Epsilon 0.251
Episode 690 | Reward 43.31 | Avg Loss 0.0198 | Epsilon 0.251
Episode 691 | Reward 44.86 | Avg Loss 0.0164 | Epsilon 0.250
Episode 692 | Reward 47.11 | Avg Loss 0.0172 | Epsilon 0.250
Episode 693 | Reward 42.92 | Avg Loss 0.0165 | Epsilon 0.249
Episode 694 | Reward 46.81 | Avg Loss 0.0165 | Epsilon 0.249
Episode 695 | Reward 46.14 | Avg Loss 0.0165 | Epsilon 0.248
Episode 696 | Reward 44.46 | Avg Loss 0.0167 | Epsilon 0.248
Episode 697 | Reward 44.97 | Avg Loss 0.0169 | Epsilon 0.247
Episode 698 | Reward 44.84 | Avg Loss 0.0164 | Epsilon 0.247
Episode 699 | Reward 47.00 | Avg Loss 0.0170 | Epsilon 0.246
Episode 700 | Reward 45.66 | Avg Loss 0.0171 | Epsilon 0.246
Episode 701 | Reward 43.68 | Avg Loss 0.0179 | Epsilon 0.245
Episode 702 | Reward 46.34 | Avg Loss 0.0173 | Epsilon 0.245
Episode 703 | Reward 46.12 | Avg Loss 0.0173 | Epsilon 0.244
Episode 704 | Reward 44.41 | Avg Loss 0.0173 | Epsilon 0.244
Episode 705 | Reward 43.24 | Avg Loss 0.0175 | Epsilon 0.243
Episode 706 | Reward 45.33 | Avg Loss 0.0172 | Epsilon 0.243
Episode 707 | Reward 44.13 | Avg Loss 0.0168 | Epsilon 0.242
Episode 708 | Reward 45.36 | Avg Loss 0.0172 | Epsilon 0.242
Episode 709 | Reward 46.48 | Avg Loss 0.0175 | Epsilon 0.241
Episode 710 | Reward 45.49 | Avg Loss 0.0184 | Epsilon 0.241
Episode 711 | Reward 46.70 | Avg Loss 0.0181 | Epsilon 0.240
Episode 712 | Reward 45.93 | Avg Loss 0.0180 | Epsilon 0.240
Episode 713 | Reward 45.10 | Avg Loss 0.0168 | Epsilon 0.239
Episode 714 | Reward 43.12 | Avg Loss 0.0162 | Epsilon 0.239
Episode 715 | Reward 46.05 | Avg Loss 0.0181 | Epsilon 0.238
